1,0.12214,0.948,0.081,"{0: 0.937, 1: 0.772, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0}"
1,0.1302,0.958,0.126,"{0: 0.937, 1: 0.772, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.937, 20: 0.0}"
1,0.18063,0.94,0.125,"{0: 0.923, 1: 0.772, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.937, 20: 0.0}"
1,0.2579,0.883,0.11,"{0: 0.849, 1: 0.772, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.685, 20: 0.0}"
1,0.28271,0.876,0.176,"{0: 0.831, 1: 0.772, 2: 0.509, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.894, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.685, 20: 0.0}"
1,0.25045,0.895,0.223,"{0: 0.85, 1: 0.772, 2: 0.509, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.894, 16: 0.0, 17: 0.976, 18: 0.0, 19: 0.685, 20: 0.0}"
1,0.22197,0.908,0.269,"{0: 0.871, 1: 0.772, 2: 0.509, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.894, 16: 0.0, 17: 0.976, 18: 0.0, 19: 0.685, 20: 0.941}"
1,0.20082,0.918,0.272,"{0: 0.871, 1: 0.772, 2: 0.509, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.955, 16: 0.0, 17: 0.976, 18: 0.0, 19: 0.685, 20: 0.941}"
1,0.21969,0.907,0.274,"{0: 0.863, 1: 0.772, 2: 0.509, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.049, 14: 0.0, 15: 0.955, 16: 0.0, 17: 0.976, 18: 0.0, 19: 0.685, 20: 0.941}"
1,0.21635,0.907,0.286,"{0: 0.862, 1: 0.772, 2: 0.509, 3: 0.0, 4: 0.0, 5: 0.258, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.049, 14: 0.0, 15: 0.958, 16: 0.0, 17: 0.976, 18: 0.0, 19: 0.685, 20: 0.941}"
1,0.27482,0.895,0.286,"{0: 0.851, 1: 0.772, 2: 0.509, 3: 0.0, 4: 0.0, 5: 0.258, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.049, 14: 0.0, 15: 0.958, 16: 0.0, 17: 0.976, 18: 0.0, 19: 0.685, 20: 0.941}"
1,0.25479,0.903,0.326,"{0: 0.866, 1: 0.772, 2: 0.509, 3: 0.0, 4: 0.0, 5: 0.258, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.841, 11: 0.0, 12: 0.0, 13: 0.049, 14: 0.0, 15: 0.958, 16: 0.0, 17: 0.976, 18: 0.0, 19: 0.685, 20: 0.941}"
1,0.23757,0.911,0.333,"{0: 0.87, 1: 0.772, 2: 0.509, 3: 0.0, 4: 0.0, 5: 0.258, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.979, 11: 0.0, 12: 0.0, 13: 0.049, 14: 0.0, 15: 0.958, 16: 0.0, 17: 0.976, 18: 0.0, 19: 0.685, 20: 0.941}"
1,0.25278,0.912,0.333,"{0: 0.875, 1: 0.772, 2: 0.509, 3: 0.0, 4: 0.0, 5: 0.258, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.979, 11: 0.0, 12: 0.0, 13: 0.049, 14: 0.0, 15: 0.958, 16: 0.0, 17: 0.976, 18: 0.0, 19: 0.685, 20: 0.941}"
1,0.24686,0.915,0.332,"{0: 0.881, 1: 0.772, 2: 0.509, 3: 0.0, 4: 0.0, 5: 0.24, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.979, 11: 0.0, 12: 0.0, 13: 0.049, 14: 0.0, 15: 0.954, 16: 0.0, 17: 0.976, 18: 0.0, 19: 0.685, 20: 0.933}"
1,0.24232,0.917,0.331,"{0: 0.886, 1: 0.772, 2: 0.48, 3: 0.0, 4: 0.0, 5: 0.24, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.979, 11: 0.0, 12: 0.0, 13: 0.049, 14: 0.0, 15: 0.954, 16: 0.0, 17: 0.976, 18: 0.0, 19: 0.685, 20: 0.933}"
1,0.29332,0.9,0.321,"{0: 0.864, 1: 0.772, 2: 0.48, 3: 0.0, 4: 0.0, 5: 0.24, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.979, 11: 0.0, 12: 0.0, 13: 0.049, 14: 0.0, 15: 0.954, 16: 0.0, 17: 0.976, 18: 0.0, 19: 0.499, 20: 0.933}"
1,0.28573,0.901,0.324,"{0: 0.866, 1: 0.772, 2: 0.48, 3: 0.0, 4: 0.0, 5: 0.24, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.979, 11: 0.0, 12: 0.0, 13: 0.049, 14: 0.0, 15: 0.954, 16: 0.0, 17: 0.976, 18: 0.0, 19: 0.562, 20: 0.933}"
1,0.3033,0.901,0.325,"{0: 0.868, 1: 0.772, 2: 0.48, 3: 0.0, 4: 0.0, 5: 0.24, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.979, 11: 0.0, 12: 0.0, 13: 0.049, 14: 0.0, 15: 0.954, 16: 0.0, 17: 0.976, 18: 0.0, 19: 0.562, 20: 0.933}"
1,0.3201,0.893,0.363,"{0: 0.854, 1: 0.772, 2: 0.48, 3: 0.0, 4: 0.0, 5: 0.24, 6: 0.729, 7: 0.093, 8: 0.0, 9: 0.0, 10: 0.979, 11: 0.0, 12: 0.0, 13: 0.049, 14: 0.0, 15: 0.954, 16: 0.0, 17: 0.976, 18: 0.0, 19: 0.562, 20: 0.933}"
1,0.30682,0.898,0.364,"{0: 0.861, 1: 0.772, 2: 0.48, 3: 0.0, 4: 0.0, 5: 0.24, 6: 0.729, 7: 0.093, 8: 0.0, 9: 0.0, 10: 0.979, 11: 0.0, 12: 0.0, 13: 0.049, 14: 0.0, 15: 0.954, 16: 0.0, 17: 0.984, 18: 0.0, 19: 0.562, 20: 0.933}"
1,0.32551,0.896,0.357,"{0: 0.86, 1: 0.772, 2: 0.48, 3: 0.0, 4: 0.0, 5: 0.24, 6: 0.651, 7: 0.047, 8: 0.0, 9: 0.0, 10: 0.979, 11: 0.0, 12: 0.0, 13: 0.049, 14: 0.0, 15: 0.947, 16: 0.0, 17: 0.984, 18: 0.0, 19: 0.562, 20: 0.933}"
1,0.35922,0.885,0.356,"{0: 0.846, 1: 0.772, 2: 0.48, 3: 0.0, 4: 0.0, 5: 0.24, 6: 0.651, 7: 0.047, 8: 0.0, 9: 0.0, 10: 0.979, 11: 0.0, 12: 0.0, 13: 0.049, 14: 0.0, 15: 0.934, 16: 0.0, 17: 0.984, 18: 0.0, 19: 0.562, 20: 0.933}"
1,0.35007,0.888,0.375,"{0: 0.851, 1: 0.772, 2: 0.48, 3: 0.0, 4: 0.0, 5: 0.24, 6: 0.651, 7: 0.047, 8: 0.0, 9: 0.0, 10: 0.979, 11: 0.0, 12: 0.0, 13: 0.435, 14: 0.0, 15: 0.931, 16: 0.0, 17: 0.984, 18: 0.0, 19: 0.562, 20: 0.933}"
1,0.35134,0.886,0.376,"{0: 0.849, 1: 0.772, 2: 0.48, 3: 0.0, 4: 0.0, 5: 0.24, 6: 0.651, 7: 0.047, 8: 0.0, 9: 0.0, 10: 0.979, 11: 0.0, 12: 0.0, 13: 0.472, 14: 0.0, 15: 0.931, 16: 0.0, 17: 0.984, 18: 0.0, 19: 0.562, 20: 0.933}"
